date;species_german;species;number;tolerance_no;sex;age;bodymass;forearm; 5th_finger ;epiphyseal_joints;activity;testicles;epididymis;teats;ring_type;ring_no;ring_no_initially;ring_position;relatives;GPS_unit;location;box_type;box_no;type_of_occurrence_general;type_of_occurrence_special;observation_type;evidence_type;x_lim;y_lim;tolerance_xy;district;federal_state;ringer;data_unclear;comment;editing_stauts;shipment_Dresden
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;56.1;;;;;;;N;A95460;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.2;55;;;1;;;;eWdf.;A137138;;;;;Fledermauskastenrevier Prieros;;26;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;56.5;;;;;;;N;A112008;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;56.5;;;;;;;N;A112033;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;55.9;;5;;;;;eWdf.;A123138;;1;;872;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;150,049;19.01.2017;19.01.2017
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;55.4;;5;3;;;;N;A123139;;;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.1;;;;;;;eWdf.;A129886;;1;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54;;;;;;;eWdf.;A135848;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.3;;;;;;;N;A135849;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.3;;;;;;;N;A135849;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;53.6;;;;;;;eWdf.;A135893;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.1;;;;;;;eWdf.;A137205;;1;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;54.5;;;;;;;eWdf.;A143531;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;53.6;;;;;;;eWdf.;A143572;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;55.1;;;;;;;eWdf.;A143617;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;54;;;;;;;eWdf.;A143655;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.2;;;;;;;eWdf.;A144689;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;54.6;;;;;;;eWdf.;A93752;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36;54.9;;;;;;;eWdf.;A93816;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36;54.2;;;;;;;N;A95465;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.8;53.5;;;;;;;N;A169135;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.7;53.1;;5;;;;;N;A123274;;;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *35 ;19.01.2017;19.01.2017
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;52.1;;;;;;;N;A112063;;;;;Fledermauskastenrevier Prieros;;44;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;53.6;;5;;;;;N;A123163;;;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;53.6;;5;1;2;3;;N;A123179;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;53.8;;;;;;;eWdf.;A132515;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;53.4;;;1;;;;eWdf.;A132582;;;;;Fledermauskastenrevier Prieros;;19;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;56;;5;;;;;eWdf.;A132585;;1;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;54.7;;;1;;;;eWdf.;A132666;;;;;Fledermauskastenrevier Prieros;;23;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;55.2;;;;;;;eWdf.;A132672;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;55.3;;;;;;;eWdf.;A132692;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;55.3;;;;;;;eWdf.;A132692;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;53.4;;5;1;2;3;;eWdf.;A132742;;1;;;Fledermauskastenrevier Prieros;;28;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.5;52.7;;;;;;;N;A143568;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;53.8;;;;;;;eWdf.;A143683;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.5;56.2;;;;;;;eWdf.;A93849;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.4;55.2;;;1;;;;eWdf.;A137333;;;;;Fledermauskastenrevier Prieros;;9;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.3;56;;;;;;;N;A112196;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.3;55.1;;5;;;;;N;A123251;;;;;Fledermauskastenrevier Prieros;;35;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *3 ;19.01.2017;19.01.2017
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.3;53.3;;;;;;;N;A169134;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35.2;55;;5;;;;;eWdf.;A132686;;1;;;Fledermauskastenrevier Prieros;;35;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *1 ;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35.1;54.1;;5;;;;;N;A123252;;;;;Fledermauskastenrevier Prieros;;35;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *5 ;19.01.2017;19.01.2017
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;55.3;;;;;;;eWdf.;A106301;;;;;Fledermauskastenrevier Prieros;;45;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;54.1;;;;;;;eWdf.;A106317;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;55.8;;;;;;;eWdf.;A123138;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;55.4;;5;;;;;eWdf.;A123139;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *44 ;19.01.2017;19.01.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;53.7;;5;;;;;N;A123149;;;;;Fledermauskastenrevier Prieros;;33;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;52.5;;5;;;;;eWdf.;A123190;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;54.5;;5;;;;;N;A123266;;;;;Fledermauskastenrevier Prieros;;8;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *25 ;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;50.8;;5;;;;;eWdf.;A123290;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
02.07.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;54.3;;5;1;;;4;N;A132504;;;;N 809;Fledermauskastenrevier Prieros;Rundkasten;31;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;53.3;;5;1;2;3;;eWdf.;A132518;;1;;;Fledermauskastenrevier Prieros;;21;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;55.2;;1;;;;;eWdf.;A132572;;1;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;56;;1;;;;;eWdf.;A132585;;1;;;Fledermauskastenrevier Prieros;;19;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;53;;1;;;;;eWdf.;A132610;;1;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;54.8;;1;;;;;eWdf.;A132636;;1;;;Fledermauskastenrevier Prieros;;19;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
07.07.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;35;52.4;;1;;;;;eWdf.;A132670;;1;;;Fledermauskastenrevier Prieros;;38;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;54.2;;5;;;;;eWdf.;A132704;;1;;;Fledermauskastenrevier Prieros;;33;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;54.3;;5;3;;;;eWdf.;A132704;;1;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;55.5;;5;1;;;2;N;A135655;;;;519;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;150,338;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;54.5;;;;;;;eWdf.;A137030;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;53.4;;;;;;;eWdf.;A137064;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;53.2;;;;;;;eWdf.;A143519;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;29.5;53.2;;;;;;;N;A112073;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;27;53.6;;;;;;;N;A112074;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;27;53.8;;;;;;;N;A112075;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;23;53.3;;;;;;;N;A112076;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;30;53.3;;;;;;;N;A112077;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;27.5;55.1;;;;;;;N;A112078;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;30;55.3;;;;;;;N;A112079;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;35;53.6;;;;;;;N;A143612;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
27.07.2021;Abendsegler;Nyctalus noctula;1;genau;;juv.;29;54;;;;;;;N;A112080;;;;;Fledermauskastenrevier Prieros;;;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
